Species
Sorex_camtschatica
Axis_porcinus
Phyllotis_amicus
Dasycercus_blythi
Leggadina_lakedownensis
Taphozous_georgianus
Murina_leucogaster
Spalax_ehrenbergi
Chaetodipus_penicillatus
Arvicanthis_blicki
Allactaga_severtzovi
Dendromus_lovati
Atlantoxerus_getulus
Lonchorhina_fernandezi
Microtus_socialis
Gerbilliscus_inclusus
Alticola_strelzowi
Microdipodops_pallidus
Cryptomys_hottentotus
Asellia_patrizii
Ochotona_princeps
Mesocricetus_newtoni
Elephantulus_fuscus
Eptesicus_gobiensis
Mesocricetus_raddei
Sigmodon_alstoni
Oenomys_hypoxanthus
Crocidura_serezkyensis
Damaliscus_pygargus
Zygodontomys_brunneus
Dendromus_mystacalis
Ningaui_ridei
Myodes_rufocanus
Mico_melanurus
Paraechinus_aethiopicus
Gerbillus_nanus
Thallomys_paedulcus
Chaetodipus_fallax
Allocricetulus_curtatus
Thrichomys_apereoides
Pseudomys_chapmani
Pantholops_hodgsonii
Dendromus_insignis
Dicrostonyx_nelsoni
Scotophilus_celebensis
Gerbillus_cosensis
Notomys_fuscus
Microtus_montanus
Crocidura_bottegi
Peromyscus_fraterculus
Microcavia_niata
Abrocoma_bennettii
Dipodomys_nitratoides
Allactodipus_bobrinskii
Phodopus_roborovskii
Steatomys_cuppedius
Natalus_jamaicensis
Dasymys_rufulus
Cricetus_cricetus
Crocidura_planiceps
Notomys_mitchellii
Microtus_anatolicus
Dipodomys_panamintinus
Connochaetes_taurinus
Microtus_kermanensis
Callicebus_dubius
Steatomys_parvus
Galenomys_garleppi
Pectinator_spekei
Euchoreutes_naso
Petrogale_rothschildi
Pseudantechinus_roryi
Meriones_hurrianae
Pseudantechinus_bilarni
Phacochoerus_africanus
Ochotona_collaris
Taxidea_taxus
Erophylla_bombifrons
Fukomys_damarensis
Lestodelphys_halli
Spermophilus_brevicauda
Sminthopsis_douglasi
Oryctolagus_cuniculus
Myomyscus_verreauxii
Crocidura_dsinezumi
Lemmus_portenkoi
Ctenomys_leucodon
Chaerephon_major
Lemniscomys_barbarus
Perognathus_flavus
Spalax_uralensis
Suricata_suricatta
Ctenomys_flamarioni
Peromyscus_merriami
Spermophilus_pygmaeus
Galago_gallarum
Reithrodontomys_humulis
Phodopus_campbelli
Neoromicia_melckorum
Semnopithecus_dussumieri
Otomys_unisulcatus
Calomys_venustus
Taterillus_emini
Allactaga_balikunica
Planigale_ingrami
Perognathus_inornatus
Cardiocranius_paradoxus
Tomopeas_ravus
Thomomys_townsendii
Myodes_shanseius
Gerbilliscus_validus
Marmota_baibacina
Eligmodontia_moreni
Microtus_canicaudus
Pelea_capreolus
Crocidura_zarudnyi
Ochotona_pallasii
Sigmodon_hispidus
Ctenomys_porteousi
Ctenomys_talarum
Epomophorus_minor
Mastomys_huberti
Phyllotis_haggardi
Calomyscus_grandis
Rhinolophus_maclaudi
Otomops_formosus
Gerbilliscus_robustus
Arvicanthis_rufinus
Natalus_espiritosantensis
Chaerephon_bivittatus
Eospalax_fontanierii
Planigale_gilesi
Hydropotes_inermis
Lundomys_molitor
Octodon_degus
Crocidura_floweri
Mus_tenellus
Crocidura_silacea
Neotoma_devia
Petrogale_sharmani
Elephantulus_pilicaudus
Addax_nasomaculatus
Thallomys_nigricauda
Dremomys_pyrrhomerus
Crocidura_caspica
Crocidura_baileyi
Ictidomys_tridecemlineatus
Acomys_cahirinus
Melomys_bougainville
Asellia_tridens
Holochilus_chacarius
Gerbillus_cheesmani
Pygeretmus_platyurus
Gerbillus_rosalinda
Gazella_bennettii
Crocidura_sicula
Allactaga_sibirica
Taterillus_tranieri
Nectogale_elegans
Dasycercus_cristicauda
Crocidura_pasha
Dasyuroides_byrnei
Abrocoma_cinerea
Pedetes_capensis
Akodon_juninensis
Ammospermophilus_harrisii
Gerbillus_rupicola
Myospalax_myospalax
Parahyaena_brunnea
Gerbillus_juliani
Apodemus_epimelas
Petromyscus_shortridgei
Otomys_angoniensis
Myotis_atacamensis
Calyptophractus_retusus
Crocidura_zimmermanni
Chalinolobus_neocaledonicus
Lasiurus_pfeifferi
Peromyscus_levipes
Capra_nubiana
Petrogale_lateralis
Bathyergus_janetta
Mesocricetus_brandti
Hippotragus_equinus
Dasymys_nudipes
Meriones_persicus
Gerbillus_gleadowi
Eptesicus_nasutus
Fukomys_zechi
Mus_mattheyi
Taterillus_lacustris
Gerbilliscus_afra
Perognathus_flavescens
Pedetes_surdaster
Ochotona_cansus
Myotis_sodalis
Akodon_toba
Notoryctes_typhlops
Sminthopsis_ooldea
Geomys_personatus
Neoromicia_zuluensis
Gerbillurus_vallinus
Mastomys_awashensis
Pygeretmus_zhitkovi
Kerodon_rupestris
Meriones_unguiculatus
Sekeetamys_calurus
Antilope_cervicapra
Octomys_mimax
Cratogeomys_goldmani
Gerbillus_nancillus
Kunsia_tomentosus
Neotoma_micropus
Talpa_davidiana
Heterohyrax_brucei
Ctenomys_brasiliensis
Calomyscus_bailwardi
Cynictis_penicillata
Mastomys_coucha
Taterillus_petteri
Aethomys_stannarius
Notiosorex_evotis
Helogale_parvula
Mus_callewaerti
Lepus_coreanus
Crocidura_allex
Galagoides_granti
