Species
Physalaemus_biligonigerus
Heterixalus_alboguttatus
Hyperolius_sylvaticus
Xenopus_fraseri
Litoria_lesueurii
Ptychadena_mascareniensis
Physalaemus_albonotatus
Leptopelis_aubryi
Rhinella_fernandezae
Peltophryne_peltocephala
Cardioglossa_leucomystax
Oreophryne_geislerorum
Scaphiophryne_marmorata
Microcaecilia_nicefori
Sclerophrys_regularis
Pleurodema_cinereum
Boophis_calcaratus
Smilisca_phaeota
Ptychadena_taenioscelis
Phrynobatrachus_cornutus
Hyperolius_viridiflavus
Physalaemus_fischeri
Xenopus_tropicalis
Boophis_elenae
Oedipina_pacificensis
Agalychnis_callidryas
Blommersia_domerguei
Eleutherodactylus_riparius
Pristimantis_walkeri
Leptodactylus_ventrimaculatus
Guibemantis_depressiceps
Scinax_funereus
Oreobates_ibischi
Papurana_moluccana
Hyalinobatrachium_chirripoi
Leptodactylus_mystaceus
Microhyla_fissipes
Leptodactylus_latinasus
Lithobates_forreri
Dendropsophus_bifurcus
Ambystoma_velasci
Hyloxalus_subpunctatus
Litoria_wollastoni
Afrixalus_paradorsalis
Pleurodeles_waltl
Phrynobatrachus_acridoides
Dendropsophus_xapuriensis
Hypopachus_variolosus
Limnomedusa_macroglossa
Chthonerpeton_indistinctum
Flectonotus_pygmaeus
Leptopelis_bufonides
Mantidactylus_femoralis
Cornufer_bufoniformis
Peltophryne_taladai
Dendropsophus_sartori
Craugastor_chac
Xenorhina_oxycephala
Hyperolius_cinnamomeoventris
Breviceps_adspersus
Pristimantis_uranobates
Fejervarya_vittigera
Hyperolius_parallelus
Physalaemus_santafecinus
Bufo_bufo
Xenopus_vestitus
Scinax_hayii
Engystomops_montubio
Caecilia_subdermalis
Ptychadena_bibroni
Tachiramantis_prolixodiscus
Fejervarya_cancrivora
Ichthyophis_bombayensis
Heterixalus_betsileo
Gastrotheca_peruana
Litoria_caerulea
Rhinella_beebei
Pristimantis_boulengeri
Conraua_robusta
Aplastodiscus_leucopygius
Dermophis_oaxacae
Pseudis_minuta
Dendropsophus_triangulum
Eleutherodactylus_verrucipes
Phyllomedusa_tarsius
Litoria_wilcoxii
Siphonops_paulensis
Gastrotheca_griswoldi
Callulops_robustus
Phrynomantis_bifasciatus
Papurana_kreffti
Elachistocleis_ovalis
Physalaemus_jordanensis
Craugastor_laevissimus
Leptodactylus_bolivianus
Gastrophryne_elegans
Dendropsophus_bipunctatus
Pseudopaludicola_saltica
Cornufer_magnus
Leptodactylus_labyrinthicus
Gastrotheca_marsupiata
Arthroleptis_wahlbergii
Leptodactylus_savagei
Mantidactylus_betsileanus
Fritziana_ohausi
Hyperolius_parkeri
Phrynobatrachus_hylaios
Phrynobatrachus_bullans
Phyllomedusa_trinitatis
Sclerophrys_poweri
Neobatrachus_pelobatoides
Peltophryne_fustiger
Eleutherodactylus_inoptatus
Pristimantis_achatinus
Lithobates_neovolcanicus
Rhinella_jimi
Oedipina_uniformis
Bombina_bombina
Lithobates_pustulosus
Alytes_cisternasii
Boophis_luteus
Dendropsophus_minutus
Pristimantis_variabilis
Scinax_squalirostris
Triturus_dobrogicus
Dendropsophus_tritaeniatus
Phyllomedusa_camba
Hyperolius_ocellatus
Hylarana_erythraea
Physalaemus_gracilis
Ichthyophis_beddomei
Chimerella_mariaelenae
Pelobates_varaldii
Litoria_ewingii
Sclerophrys_mauritanica
Hoplobatrachus_occipitalis
Pristimantis_ridens
Strongylopus_fasciatus
Physalaemus_ephippifer
Dendropsophus_timbeba
Rhinella_marina
Dendropsophus_decipiens
Engystomops_pustulatus
Dyscophus_antongilii
Pristimantis_permixtus
Dendropsophus_elegans
Chiromantis_xerampelina
Leptopelis_spiritusnoctis
Bufotes_viridis
Tlalocohyla_picta
Callulops_personatus
Gephyromantis_granulatus
Pyxicephalus_adspersus
Duttaphrynus_atukoralei
Sphenophryne_cornuta
Uperodon_globulosus
Mantidactylus_bellyi
Cornufer_weberi
Aubria_subsigillata
Dendropsophus_luteoocellatus
Kassina_mertensi
Caecilia_thompsoni
Hyperolius_nitidulus
Micryletta_inornata
Scinax_caldarum
Scinax_sugillatus
Gymnopis_multiplicata
Elachistocleis_panamensis
Hyperolius_tuberculatus
Ptychadena_pumilio
Boophis_opisthodon
Osteocephalus_alboguttatus
Leptodactylus_leptodactyloides
Pristimantis_w-nigrum
Leptodactylus_mystacinus
Scinax_wandae
Litoria_iris
Dendropsophus_riveroi
Phlyctimantis_verrucosus
Hyloscirtus_lindae
Hyperolius_nasutus
Craugastor_raniformis
Elachistocleis_bicolor
Leptodactylodon_boulengeri
Geotrypetes_seraphini
Boophis_septentrionalis
Pithecopus_hypochondrialis
Hyperolius_lateralis
Bolitoglossa_alberchi
Xenopus_petersii
Duttaphrynus_melanostictus
Arthroleptis_stenodactylus
Pristimantis_brevifrons
Sphaerotheca_rolandae
Pleurodema_tucumanum
Hyperolius_pardalis
Lissotriton_helveticus
Hoplobatrachus_tigerinus
Eleutherodactylus_weinlandi
Guibemantis_liber
Pelobates_fuscus
Ptychadena_perreti
Lissotriton_montandoni
Pristimantis_acuminatus
Litoria_thesaurensis
Tomopterna_tandyi
Craugastor_talamancae
Leptodactylus_furnarius
Kaloula_kalingensis
Mantella_ebenaui
Pithecopus_rohdei
Microhyla_ornata
Phrynobatrachus_batesii
Cacosternum_parvum
Afrixalus_delicatus
Cophyla_phyllodactyla
Blommersia_blommersae
Physalaemus_riograndensis
Pleurodema_thaul
Nyctimystes_pulcher
Eleutherodactylus_pictissimus
Litoria_multiplica
Eleutherodactylus_cuneatus
Chiromantis_petersii
Ingerophrynus_biporcatus
Pelophylax_lessonae
Hyperolius_tuberilinguis
Ichthyophis_kohtaoensis
Ptychohyla_salvadorensis
Dendropsophus_cruzi
Scinax_altae
Platyplectrum_ornatum
Xenopus_laevis
Mixophyes_fasciolatus
Tomopterna_natalensis
Polypedates_leucomystax
Cacosternum_boettgeri
Strabomantis_cerastes
Proceratophrys_avelinoi
Acanthixalus_spinosus
Ichthyophis_tricolor
Bombina_variegata
Discoglossus_galganoi
Strongylopus_grayii
Mantidactylus_brevipalmatus
Physalaemus_cuvieri
Eleutherodactylus_pipilans
Incilius_marmoreus
Austrochaperina_adelphe
Schistometopum_gregorii
Dendropsophus_anataliasiasi
Dendropsophus_walfordi
Leptodactylus_pallidirostris
Dendropsophus_baileyi
Scinax_quinquefasciatus
Leptopelis_christyi
Gephyromantis_enki
Hyperolius_picturatus
Heterixalus_punctatus
Rhinophrynus_dorsalis
Microcaecilia_rabei
Leptodactylus_didymus
Eleutherodactylus_atkinsi
Afrixalus_quadrivittatus
Microhyla_berdmorei
Pseudophryne_guentheri
Scinax_similis
Diasporus_diastema
Scinax_garbei
Rana_graeca
Triturus_marmoratus
Dendropsophus_brevifrons
Cornufer_papuensis
Osteocephalus_verruciger
Leptodactylus_podicipinus
Salamandra_atra
Kaloula_pulchra
Epidalea_calamita
Cacosternum_platys
Leptodactylus_natalensis
Tlalocohyla_smithii
Odontophrynus_occidentalis
Cornufer_vertebralis
Xenopus_muelleri
Amnirana_albolabris
Phlyctimantis_leonardi
Pelophylax_bedriagae
Ptychadena_oxyrhynchus
Astylosternus_rheophilus
Sphaerotheca_breviceps
Sclerophrys_maculata
Leptodactylus_petersii
Dendropsophus_robertmertensi
Dendropsophus_branneri
Pristimantis_ockendeni
Tomopterna_krugerensis
Eleutherodactylus_abbotti
Dendropsophus_nahdereri
Rhinella_bergi
Scinax_fuscomarginatus
Ichthyosaura_alpestris
Uperodon_variegatus
Xenopus_borealis
Nyctimystes_foricula
Ceratophrys_calcarata
Chiasmocleis_albopunctata
Rulyrana_flavopunctata
Triturus_carnifex
Sylvirana_maosonensis
Phrynobatrachus_francisci
Phrynobatrachus_werneri
Pseudopaludicola_llanera
Pelophylax_bergeri
Tomopterna_delalandii
Pelophylax_ridibundus
Pseudopaludicola_boliviana
Pseudis_cardosoi
Xenorhina_rostrata
Fritziana_goeldii
Hyperolius_robustus
Craugastor_rupinius
Ambystoma_rosaceum
Fritziana_fissilis
Pelophylax_nigromaculatus
Osteopilus_dominicensis
Dendropsophus_haddadi
Papurana_papua
Hypopachus_ustus
Boophis_goudotii
Eleutherodactylus_martinicensis
Aubria_masako
Hyperolius_marginatus
Odontophrynus_lavillai
Leptodactylodon_bicolor
Dendropsophus_berthalutzae
Poyntonophrynus_vertebralis
Litoria_infrafrenata
Neobatrachus_sudelli
Heterixalus_madagascariensis
Dendropsophus_jimi
Bufotes_boulengeri
Uperodon_systoma
Amietia_fuscigula
Papurana_supragrisea
Leptopelis_nordequatorialis
Mannophryne_herminae
Duttaphrynus_scaber
Crinia_pseudinsignifera
Ptychadena_neumanni
Cornufer_boulengeri
Trachycephalus_jordani
Pristimantis_samaipatae
Hyperolius_bolifambae
Dendropsophus_columbianus
Tlalocohyla_loquax
Mantidactylus_ulcerosus
Scinax_granulatus
Rana_temporaria
Astylosternus_diadematus
Tomopterna_marmorata
Diasporus_tinker
Smilisca_sordida
Phrynobatrachus_parvulus
Rhinella_rubescens
Odontophrynus_americanus
Hyla_arborea
Papurana_milneana
Hyperolius_marmoratus
Incilius_canaliferus
Leptodactylus_longirostris
Pleurodema_brachyops
Polypedates_pseudocruciger
Kaloula_conjuncta
Scinax_pachycrus
Pristimantis_zimmermanae
Scinax_x-signatus
Hyperolius_phantasticus
Siphonops_annulatus
Werneria_mertensiana
Boophis_ankaratra
Scinax_alter
